Kategorie,Frage,Antwort
CC-BY 2.0 (France) Attribution: tatoeba.org #2203870 (CK) & #2203952 (Pfirsichbaeumchen),Tom hat es versucht.,Tom tried.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203871 (CK) & #2203953 (Pfirsichbaeumchen),Tom versucht es.,Tom tries.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203886 (CK) & #2203941 (Pfirsichbaeumchen),Tom hat gewählt.,Tom voted.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203886 (CK) & #2203942 (Pfirsichbaeumchen),Tom wählte.,Tom voted.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203890 (CK) & #2203910 (Pfirsichbaeumchen),Tom geht zu Fuß.,Tom walks.
CC-BY 2.0 (France) Attribution: tatoeba.org #2005185 (CK) & #4941616 (Hans_Adler),Tom winkte.,Tom waved.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203899 (CK) & #2203905 (Pfirsichbaeumchen),Tom arbeitet.,Tom works.
CC-BY 2.0 (France) Attribution: tatoeba.org #2123528 (CK) & #2204233 (Pfirsichbaeumchen),Tom wird gehen.,Tom'll go.
CC-BY 2.0 (France) Attribution: tatoeba.org #2107510 (CK) & #2122773 (Pfirsichbaeumchen),Tom ist dick.,Tom's fat.
CC-BY 2.0 (France) Attribution: tatoeba.org #2107565 (CK) & #2007986 (Manfredo),Tom ist wütend.,Tom's mad.
CC-BY 2.0 (France) Attribution: tatoeba.org #2107586 (CK) & #5830115 (Pfirsichbaeumchen),Tom ist traurig.,Tom's sad.
CC-BY 2.0 (France) Attribution: tatoeba.org #2107593 (CK) & #5830116 (Pfirsichbaeumchen),Tom ist schüchtern.,Tom's shy.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203867 (CK) & #2203984 (Pfirsichbaeumchen),Vertraue Tom!,Trust Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203867 (CK) & #2203985 (Pfirsichbaeumchen),Vertrauen Sie Tom!,Trust Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203867 (CK) & #2203986 (Pfirsichbaeumchen),Vertraut Tom!,Trust Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #31723 (CK) & #563346 (MUIRIEL),Versuchen Sie es noch einmal.,Try again.
CC-BY 2.0 (France) Attribution: tatoeba.org #31723 (CK) & #1111038 (MUIRIEL),Versuch es noch einmal.,Try again.
CC-BY 2.0 (France) Attribution: tatoeba.org #31723 (CK) & #1313716 (Esperantostern),Versucht es noch mal.,Try again.
CC-BY 2.0 (France) Attribution: tatoeba.org #2253793 (CK) & #2929895 (raggione),Probier es an!,Try it on.
CC-BY 2.0 (France) Attribution: tatoeba.org #2253793 (CK) & #2929896 (raggione),Probier sie an!,Try it on.
CC-BY 2.0 (France) Attribution: tatoeba.org #2253793 (CK) & #2929897 (raggione),Probier ihn an!,Try it on.
CC-BY 2.0 (France) Attribution: tatoeba.org #5350432 (mailohilohi) & #8227462 (MisterTrouser),Schließ es auf.,Unlock it.
CC-BY 2.0 (France) Attribution: tatoeba.org #5350432 (mailohilohi) & #8227463 (MisterTrouser),Entsperr es.,Unlock it.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203868 (CK) & #2203945 (Pfirsichbaeumchen),Sieh Tom zu!,Watch Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203868 (CK) & #2203949 (Pfirsichbaeumchen),Sehen Sie Tom zu!,Watch Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203868 (CK) & #2203950 (Pfirsichbaeumchen),Seht Tom zu!,Watch Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #4054938 (CK) & #4942978 (Hans_Adler),Wir waren uns einig.,We agreed.
CC-BY 2.0 (France) Attribution: tatoeba.org #4054938 (CK) & #4942979 (Hans_Adler),Wir stimmten zu.,We agreed.
CC-BY 2.0 (France) Attribution: tatoeba.org #2241036 (CK) & #3065754 (freddy1),Wir können gehen.,We can go.
CC-BY 2.0 (France) Attribution: tatoeba.org #1107965 (Scott) & #1270 (MUIRIEL),Wir haben es geschafft!,We did it!
CC-BY 2.0 (France) Attribution: tatoeba.org #4498133 (CK) & #1270 (MUIRIEL),Wir haben es geschafft!,We did it.
CC-BY 2.0 (France) Attribution: tatoeba.org #2123507 (CK) & #3840203 (Zaghawa),Wir sind gescheitert.,We failed.
CC-BY 2.0 (France) Attribution: tatoeba.org #2123507 (CK) & #6018038 (al_ex_an_der),Wir haben versagt.,We failed.
CC-BY 2.0 (France) Attribution: tatoeba.org #2123506 (CK) & #8300496 (GuidoW),Wir haben es vergessen.,We forgot.
CC-BY 2.0 (France) Attribution: tatoeba.org #7972353 (deniko) & #8861518 (mramosch),Wir haben gebetet.,We prayed.
CC-BY 2.0 (France) Attribution: tatoeba.org #7972353 (deniko) & #8861519 (mramosch),Wir beteten.,We prayed.
CC-BY 2.0 (France) Attribution: tatoeba.org #2241438 (CK) & #6047639 (wolfgangth),Wir sahen es.,We saw it.
CC-BY 2.0 (France) Attribution: tatoeba.org #2241438 (CK) & #6047640 (wolfgangth),Wir haben es gesehen.,We saw it.
CC-BY 2.0 (France) Attribution: tatoeba.org #6358745 (CK) & #8861478 (mramosch),Wir lächelten.,We smiled.
CC-BY 2.0 (France) Attribution: tatoeba.org #2107672 (CK) & #2122758 (Pfirsichbaeumchen),Wir haben uns unterhalten.,We talked.
CC-BY 2.0 (France) Attribution: tatoeba.org #2107674 (CK) & #4941644 (Hans_Adler),Wir warteten.,We waited.
CC-BY 2.0 (France) Attribution: tatoeba.org #6790864 (shekitten) & #2379711 (Pfirsichbaeumchen),Wir sind zu Fuß gegangen.,We walked.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203796 (CK) & #932897 (Fingerhut),Wir werden sehen.,We'll see.
CC-BY 2.0 (France) Attribution: tatoeba.org #2107682 (CK) & #2110886 (Esperantostern),Wir werden es versuchen.,We'll try.
CC-BY 2.0 (France) Attribution: tatoeba.org #2107684 (CK) & #2110893 (Esperantostern),Wir werden siegen.,We'll win.
CC-BY 2.0 (France) Attribution: tatoeba.org #464466 (lukaszpp) & #989624 (MUIRIEL),Uns ist heiß.,We're hot.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203308 (CK) & #7457188 (Luiaard),Wir sind traurig.,We're sad.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203343 (CK) & #7289957 (Yorwba),Wir sind schüchtern.,We're shy.
CC-BY 2.0 (France) Attribution: tatoeba.org #2123500 (CK) & #2818822 (Zaghawa),Wir haben gewonnen!,We've won!
CC-BY 2.0 (France) Attribution: tatoeba.org #3825121 (CK) & #5345830 (wochenweise),Gut gemacht.,Well done.
CC-BY 2.0 (France) Attribution: tatoeba.org #621482 (Manfredo) & #360789 (Wolf),Was ist los?,What's on?
CC-BY 2.0 (France) Attribution: tatoeba.org #25164 (CK) & #360789 (Wolf),Was ist los?,What's up?
CC-BY 2.0 (France) Attribution: tatoeba.org #25164 (CK) & #726120 (Esperantostern),"Na, wie geht's?",What's up?
CC-BY 2.0 (France) Attribution: tatoeba.org #40434 (CK) & #2205356 (Pfirsichbaeumchen),Wen kümmert’s?,Who cares?
CC-BY 2.0 (France) Attribution: tatoeba.org #40434 (CK) & #2205357 (Pfirsichbaeumchen),Wen kümmert das schon?,Who cares?
CC-BY 2.0 (France) Attribution: tatoeba.org #6274944 (CK) & #8861462 (mramosch),Wer ist gefahren?,Who drove?
CC-BY 2.0 (France) Attribution: tatoeba.org #6274944 (CK) & #8861463 (mramosch),Wer fuhr?,Who drove?
CC-BY 2.0 (France) Attribution: tatoeba.org #347331 (sysko) & #362092 (Wolf),Wer ist er?,Who is he?
CC-BY 2.0 (France) Attribution: tatoeba.org #2203807 (CK) & #2203987 (Pfirsichbaeumchen),Wer hat gesprochen?,Who spoke?
CC-BY 2.0 (France) Attribution: tatoeba.org #2203807 (CK) & #2203988 (Pfirsichbaeumchen),Wer sprach?,Who spoke?
CC-BY 2.0 (France) Attribution: tatoeba.org #2203827 (CK) & #7466812 (Yorwba),Wer stand?,Who stood?
CC-BY 2.0 (France) Attribution: tatoeba.org #2203689 (CK) & #2204229 (Pfirsichbaeumchen),Wer geht?,Who'll go?
CC-BY 2.0 (France) Attribution: tatoeba.org #2203689 (CK) & #2204232 (Pfirsichbaeumchen),Wer wird gehen?,Who'll go?
CC-BY 2.0 (France) Attribution: tatoeba.org #2203797 (CK) & #357121 (MUIRIEL),Wer ist sie?,Who's she?
CC-BY 2.0 (France) Attribution: tatoeba.org #433510 (CK) & #5362918 (RandomUsername),Wunderbar!,Wonderful!
CC-BY 2.0 (France) Attribution: tatoeba.org #433510 (CK) & #5362921 (RandomUsername),Herrlich!,Wonderful!
CC-BY 2.0 (France) Attribution: tatoeba.org #2203869 (CK) & #2203946 (Pfirsichbaeumchen),Schreibe Tom!,Write Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203869 (CK) & #2203947 (Pfirsichbaeumchen),Schreiben Sie Tom!,Write Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203869 (CK) & #2203948 (Pfirsichbaeumchen),Schreibt Tom!,Write Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2549830 (CK) & #4942924 (Hans_Adler),Du fährst.,You drive.
CC-BY 2.0 (France) Attribution: tatoeba.org #2549830 (CK) & #4942925 (Hans_Adler),Sie fahren.,You drive.
CC-BY 2.0 (France) Attribution: tatoeba.org #418475 (Scott) & #438913 (xtofu80),Du Idiot!,You idiot!
CC-BY 2.0 (France) Attribution: tatoeba.org #2549829 (CK) & #4606355 (kroko),Du fängst an.,You start.
CC-BY 2.0 (France) Attribution: tatoeba.org #4834656 (shekitten) & #4942993 (Hans_Adler),Du stinkst.,You stink.
CC-BY 2.0 (France) Attribution: tatoeba.org #4834656 (shekitten) & #4942994 (Hans_Adler),Ihr stinkt.,You stink.
CC-BY 2.0 (France) Attribution: tatoeba.org #4834656 (shekitten) & #4942996 (Hans_Adler),Sie stinken.,You stink.
CC-BY 2.0 (France) Attribution: tatoeba.org #20119 (CK) & #4659635 (AC),Du hast's versucht.,You tried.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203137 (CK) & #6626190 (Felixjp),Du bist okay.,You're OK.
CC-BY 2.0 (France) Attribution: tatoeba.org #2264156 (sharptoothed) & #7466822 (Yorwba),Ziel höher!,Aim higher.
CC-BY 2.0 (France) Attribution: tatoeba.org #2264156 (sharptoothed) & #7466823 (Yorwba),Zielen Sie höher!,Aim higher.
CC-BY 2.0 (France) Attribution: tatoeba.org #2264156 (sharptoothed) & #7466824 (Yorwba),Zielt höher!,Aim higher.
CC-BY 2.0 (France) Attribution: tatoeba.org #22121 (CM) & #4659637 (AC),Alle Mann an Bord!,All aboard!
CC-BY 2.0 (France) Attribution: tatoeba.org #2244886 (CK) & #7451506 (Yorwba),Sterbe ich?,Am I dying?
CC-BY 2.0 (France) Attribution: tatoeba.org #2244887 (CK) & #7451507 (Yorwba),Bin ich früh dran?,Am I early?
CC-BY 2.0 (France) Attribution: tatoeba.org #2244888 (CK) & #7451509 (Yorwba),Bin ich gefeuert?,Am I fired?
CC-BY 2.0 (France) Attribution: tatoeba.org #2244890 (CK) & #7451510 (Yorwba),Bin ich eingestellt?,Am I hired?
CC-BY 2.0 (France) Attribution: tatoeba.org #1934796 (Spamster) & #1935227 (Pfirsichbaeumchen),Habe ich recht?,Am I right?
CC-BY 2.0 (France) Attribution: tatoeba.org #1934796 (Spamster) & #1935228 (Pfirsichbaeumchen),Liege ich richtig?,Am I right?
CC-BY 2.0 (France) Attribution: tatoeba.org #8101800 (Hybrid) & #8244944 (MisterTrouser),Bin ich komisch?,Am I weird?
CC-BY 2.0 (France) Attribution: tatoeba.org #410779 (CK) & #357734 (MUIRIEL),Hab ich nicht Recht?,Am I wrong?
CC-BY 2.0 (France) Attribution: tatoeba.org #410779 (CK) & #556823 (cost),Irre ich mich?,Am I wrong?
CC-BY 2.0 (France) Attribution: tatoeba.org #2203854 (CK) & #2203994 (Pfirsichbaeumchen),Antworte Tom!,Answer Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203854 (CK) & #2203995 (Pfirsichbaeumchen),Antworten Sie Tom!,Answer Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203854 (CK) & #2203996 (Pfirsichbaeumchen),Antwortet Tom!,Answer Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #4495350 (CK) & #6626383 (Felixjp),Bist du 18?,Are you 18?
CC-BY 2.0 (France) Attribution: tatoeba.org #953106 (CK) & #515856 (MUIRIEL),Geht es dir gut?,Are you OK?
CC-BY 2.0 (France) Attribution: tatoeba.org #953106 (CK) & #1324278 (Pfirsichbaeumchen),Geht es euch gut?,Are you OK?
CC-BY 2.0 (France) Attribution: tatoeba.org #953106 (CK) & #1324279 (al_ex_an_der),Geht es Ihnen gut?,Are you OK?
CC-BY 2.0 (France) Attribution: tatoeba.org #2908782 (CK) & #6626373 (Felixjp),Bist du dabei?,Are you in?
CC-BY 2.0 (France) Attribution: tatoeba.org #1841739 (CK) & #6626382 (Felixjp),Bist du auf?,Are you up?
CC-BY 2.0 (France) Attribution: tatoeba.org #2092642 (CK) & #2265065 (Vortarulo),Frag irgendwen!,Ask anyone.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111967 (CK) & #7456425 (Yorwba),Frag herum.,Ask around.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111967 (CK) & #7456426 (Yorwba),Fragen Sie herum.,Ask around.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111967 (CK) & #7456427 (Yorwba),Fragt herum.,Ask around.
CC-BY 2.0 (France) Attribution: tatoeba.org #2047579 (CK) & #834162 (Esperantostern),Vorsicht!,Be careful!
CC-BY 2.0 (France) Attribution: tatoeba.org #1849392 (CK) & #626167 (kolonjano),Sei vorsichtig!,Be careful.
CC-BY 2.0 (France) Attribution: tatoeba.org #1849392 (CK) & #1849401 (al_ex_an_der),Sieh dich vor!,Be careful.
CC-BY 2.0 (France) Attribution: tatoeba.org #1849392 (CK) & #1849403 (al_ex_an_der),Gib Obacht!,Be careful.
CC-BY 2.0 (France) Attribution: tatoeba.org #1849392 (CK) & #1849415 (al_ex_an_der),Gib Acht!,Be careful.
CC-BY 2.0 (France) Attribution: tatoeba.org #1849392 (CK) & #1853920 (Pfirsichbaeumchen),Gib acht!,Be careful.
CC-BY 2.0 (France) Attribution: tatoeba.org #1486456 (Spamster) & #1486457 (Pfirsichbaeumchen),Sei geduldig!,Be patient.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111954 (CK) & #3033265 (pne),Bleib mal auf dem Boden der Tatsachen!,Be serious.
CC-BY 2.0 (France) Attribution: tatoeba.org #278174 (CK) & #547372 (Espi),Vögel singen.,Birds sing.
CC-BY 2.0 (France) Attribution: tatoeba.org #21180 (CM) & #957535 (Sudajaengi),Zum Wohl!,Bottoms up!
CC-BY 2.0 (France) Attribution: tatoeba.org #2111943 (CK) & #8597859 (Roujin),Hol Hilfe.,Bring help.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111942 (CK) & #3001031 (pne),Bring Wein.,Bring wine.
CC-BY 2.0 (France) Attribution: tatoeba.org #1428567 (CK) & #7354443 (Yorwba),Kann ich kommen?,Can I come?
CC-BY 2.0 (France) Attribution: tatoeba.org #1428567 (CK) & #7354445 (Yorwba),Darf ich kommen?,Can I come?
CC-BY 2.0 (France) Attribution: tatoeba.org #266051 (CK) & #450576 (Pfirsichbaeumchen),Kann ich helfen?,Can I help?
CC-BY 2.0 (France) Attribution: tatoeba.org #266051 (CK) & #4943922 (raggione),Kann ich mich nützlich machen?,Can I help?
CC-BY 2.0 (France) Attribution: tatoeba.org #6358742 (CK) & #8074977 (Luiaard),Kann ich singen?,Can I sing?
CC-BY 2.0 (France) Attribution: tatoeba.org #2005175 (CK) & #2005275 (Manfredo),Kann ich bleiben?,Can I stay?
CC-BY 2.0 (France) Attribution: tatoeba.org #2111941 (CK) & #7277228 (Yorwba),Trag das.,Carry this.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111937 (CK) & #3856945 (raggione),Prüfe das nach!,Check that.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111937 (CK) & #3856947 (raggione),Prüfen Sie das nach!,Check that.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111936 (CK) & #4942909 (Hans_Adler),Überprüfen Sie das.,Check this.
CC-BY 2.0 (France) Attribution: tatoeba.org #883062 (U2FS) & #904378 (Esperantostern),Suche eines aus.,Choose one.
CC-BY 2.0 (France) Attribution: tatoeba.org #883062 (U2FS) & #3224545 (Zaghawa),Such dir eine aus.,Choose one.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111934 (CK) & #4942906 (Hans_Adler),Komm wieder.,Come again.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111934 (CK) & #4942907 (Hans_Adler),Kommt wieder.,Come again.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111934 (CK) & #4942908 (Hans_Adler),Kommen Sie wieder.,Come again.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111933 (CK) & #4942903 (Hans_Adler),Komm allein.,Come alone.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111933 (CK) & #4942904 (Hans_Adler),Kommen Sie allein.,Come alone.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111933 (CK) & #4942905 (Hans_Adler),Kommt allein.,Come alone.
CC-BY 2.0 (France) Attribution: tatoeba.org #54223 (CK) & #397812 (MikeMolto),Komm mit.,Come along.
CC-BY 2.0 (France) Attribution: tatoeba.org #54223 (CK) & #397813 (MikeMolto),Kommt mit.,Come along.
CC-BY 2.0 (France) Attribution: tatoeba.org #3825027 (CK) & #4942965 (Hans_Adler),Kommen Sie frühzeitig.,Come early.
CC-BY 2.0 (France) Attribution: tatoeba.org #3825027 (CK) & #4942966 (Hans_Adler),Komm frühzeitig.,Come early.
CC-BY 2.0 (France) Attribution: tatoeba.org #54229 (CK) & #698517 (ELPHONY),Komm rein!,Come on in!
CC-BY 2.0 (France) Attribution: tatoeba.org #54229 (CK) & #1735337 (Pfirsichbaeumchen),Komm doch herein!,Come on in!
CC-BY 2.0 (France) Attribution: tatoeba.org #348107 (Zifre) & #361822 (Wolf),Komm herein.,Come on in.
CC-BY 2.0 (France) Attribution: tatoeba.org #274037 (CM) & #339044 (Sprachprofi),Komm schnell!,Come quick!
CC-BY 2.0 (France) Attribution: tatoeba.org #274037 (CM) & #1547625 (Manfredo),Kommt schnell!,Come quick!
CC-BY 2.0 (France) Attribution: tatoeba.org #274037 (CM) & #1547626 (Manfredo),Kommen Sie schnell!,Come quick!
CC-BY 2.0 (France) Attribution: tatoeba.org #2245214 (CK) & #6643312 (Felixjp),Komm zu mir.,Come to me.
CC-BY 2.0 (France) Attribution: tatoeba.org #2245215 (CK) & #6643311 (Felixjp),Komm zu uns.,Come to us.
CC-BY 2.0 (France) Attribution: tatoeba.org #30542 (CM) & #778369 (BraveSentry),Auf jeden Fall!,Definitely!
